mpd_arrest_number,mpd_arrest_date,person_type,top_charge,mpd_charge_category,mpd_charge_description,charge_code,age,arrest_count,race,ethnicity,sex,home_psa,arrest_district,arrest_psa,home_city,home_state,pdid,ccn,latitude,longitude,dmpsj_category,year,month,is_marijuana
205052904518310764182919988413567831151,2016-04-07 23:30:00,DEFENDANT IN ARREST,Yes,Burglary,Burglary One,22DC801A,33,0.0,Black,Not Hispanic Or Latino,Female,405,4D,405,WASHINGTON,DC,74885581330827996531335937291951521975,292773950398477947115439883142019839277,38.929,-77.006,Burglary,2016,4,False
201662913498612430866665205245174370473,2016-04-08 00:10:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,30,2.0,Black,Unknown,Male,703,3D,302,WASHINGTON,DC,112325476112755115746813008173213134468,268336947335788895038804905066423340477,38.928000000000004,-77.02600000000001,Failure to appear,2016,4,False
41946803001089417523457808863430457284,2016-04-08 01:45:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist Marijuana-fel,48DC904.01A1A2B-V,19,19.0,Black,Unknown,Male,501,3D,306,WASHINGTON,DC,322751645171262183278311458407765931255,209548147979820829415998092625545750556,38.919000000000004,-77.02199999999999,Drugs,2016,4,True
53956640264913209644043060316356558840,2016-04-08 03:09:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),60,1.0,Black,Not Hispanic Or Latino,Male,704,7D,704,WASHINGTON,DC,38709083178026016809723610265224766661,328685826050663986991275634017112700098,38.844,-76.979,Assault,2016,4,False
274441348400849628149529732612093986320,2016-04-08 09:14:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,41,3.0,White,Not Hispanic Or Latino,Female,607,6D,607,WASHINGTON,DC,236703632903456790505314385847314856688,88124897862042530345473813302140172702,38.869,-76.984,Failure to appear,2016,4,False
29399028855391425500860826229200856520,2016-04-08 10:03:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,59,8.0,Black,Not Hispanic Or Latino,Male,704,7D,704,WASHINGTON,DC,281154683468175822380135096751235713481,61729035231297991730626772245049687139,38.849000000000004,-76.97800000000001,Failure to appear,2016,4,False
35462707217248932861006496223225582501,2016-04-08 11:37:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),33,3.0,Black,Unknown,Male,703,Unknown,Unknown,WASHINGTON,DC,172831427989890938757111928771071240958,45288527552430223125272176995783907926,,,Assault,2016,4,False
300824659389413709526521815847295745234,2016-04-08 11:45:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,23,9.0,Black,Not Hispanic Or Latino,Male,706,7D,702,WASHINGTON,DC,335670939687962223093219433177899609490,109856812645673825276165757751741495708,38.853,-76.97,Failure to appear,2016,4,False
288355333291245633218482110423877000750,2016-04-08 14:45:00,DEFENDANT IN ARREST,Yes,Damage to Property,Destruction Of Property $1000 Or More,22DC303F,37,1.0,Black,Unknown,Male,OUT OF STATE,2D,208,LAUREL,MD,95092411050377425280160086372541290501,160741206502127484252119522880978995735,38.912,-77.044,Property,2016,4,False
215263756717475884106943317718995775227,2016-04-08 15:25:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,67,32.0,Black,Not Hispanic Or Latino,Male,Unknown,3D,308,,,196097861311910449850658439607266548586,186587660388992892622808790062291110309,38.912,-77.02199999999999,Failure to appear,2016,4,False
319685515127856666937898911987939479454,2016-04-08 17:09:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,44,6.0,Black,Unknown,Male,101,5D,501,WASHINGTON,DC,141306179990306412098845064721642014033,161887038768473740210075746792245501592,38.908,-77.009,Drugs,2016,4,False
187450832190255507470210911175501339572,2016-04-08 17:09:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,23,3.0,Black,Unknown,Male,601,5D,501,WASHINGTON,DC,157405229353390580228429338176614564236,327414311886172652948973938403170376280,38.908,-77.009,Drugs,2016,4,False
237487445535589152154237584867001930084,2016-04-08 18:37:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,51,13.0,Black,Not Hispanic Or Latino,Male,Unknown,1D,108,,,237715810548676947544783072313726461682,3915598871483278106130157277518342645,38.885,-76.98100000000001,Failure to appear,2016,4,False
115481371893430357408213544648487459307,2016-04-08 18:50:00,DEFENDANT IN ARREST,Yes,Property Crimes,Unauthorized Use Of A Vehicle,22DC3215,52,0.0,Black,Unknown,Female,OUT OF STATE,7D,703,TEMPLE HILLS PG,MD,207793206451551995907984394811459655853,8628411742570578854418092426083537440,38.861999999999995,-76.995,Vehicle,2016,4,False
75923016830490802232820190525442308576,2016-04-08 20:00:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,28,1.0,Black,Unknown,Male,703,7D,707,WASHINGTON,DC,214228953425812026115950939460486229997,14819859135835429318759298354627507658,38.847,-76.99600000000001,Failure to appear,2016,4,False
179840449848400532347455298366755891926,2016-04-09 01:00:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),53,1.0,Black,Not Hispanic Or Latino,Female,702,7D,702,WASHINGTON,DC,38794292411462625264706506256576221052,80823867646472774828121133376195973625,38.852,-76.96600000000001,Assault,2016,4,False
306001235082764580613148848733525512138,2016-04-09 02:40:00,DEFENDANT IN ARREST,Yes,Robbery,Assault W/i To Commit Robbery (simple Assault),22DC401-X,20,0.0,Black,Not Hispanic Or Latino,Male,OUT OF STATE,3D,306,HAMPTON,VA,238051844953361971884945247987736782824,5240865130418163558918362837499602871,38.915,-77.02199999999999,Assault,2016,4,False
306001235082764580613148848733525512138,2016-04-09 02:40:00,DEFENDANT IN ARREST,,Robbery,Attempt To Commit Robbery,22DC2802,20,0.0,Black,Not Hispanic Or Latino,Male,OUT OF STATE,3D,306,HAMPTON,VA,238051844953361971884945247987736782824,5240865130418163558918362837499602871,38.915,-77.02199999999999,Robbery,2016,4,False
267260269328577300340222523049514951834,2016-04-09 06:09:00,DEFENDANT IN ARREST,Yes,Burglary,Burglary Two,22DC801B,23,0.0,Black,Not Hispanic Or Latino,Male,602,5D,507,WASHINGTON,DC,56599665183010917137236672712176206313,165755105142004866165682064820478253170,38.902,-76.972,Burglary,2016,4,False
244597590578220782294767279863419742027,2016-04-09 08:45:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,29,10.0,Black,Not Hispanic Or Latino,Male,706,7D,706,WASHINGTON,DC,127676958538467350745143784875119759482,251436090907125428957992156901012951351,38.833,-76.988,Failure to appear,2016,4,False
244597590578220782294767279863419742027,2016-04-09 08:45:00,DEFENDANT IN ARREST,,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,29,10.0,Black,Not Hispanic Or Latino,Male,706,7D,706,WASHINGTON,DC,127676958538467350745143784875119759482,251436090907125428957992156901012951351,38.833,-76.988,Failure to appear,2016,4,False
61460487808331753467191341436533493779,2016-04-09 09:15:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,39,4.0,Black,Not Hispanic Or Latino,Female,707,7D,707,WASHINGTON,DC,318085653317608739462091947365347843410,324940127174875341555364617010168326363,38.833,-77.008,Failure to appear,2016,4,False
237002925996575609422738925431532098584,2016-04-09 09:28:00,DEFENDANT IN ARREST,Yes,Narcotics,Unlawful Possession Of Contraband,22DC2631(2)(A)(V)(VI,22,1.0,Black,Not Hispanic Or Latino,Male,103,1D,107,NEW CARROLTON,MD,238110780393476588335015378890855213128,94791907867845387285842265124797804108,38.883,-76.995,Contraband in jail,2016,4,False
180480425505886600525336741084355275907,2016-04-09 09:30:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,33,19.0,Black,Unknown,Female,108,6D,608,WASHINGTON,DC,143316465231413270685363588582870830427,231744399697279528354168228808773544965,38.896,-76.916,Failure to appear,2016,4,False
180480425505886600525336741084355275907,2016-04-09 09:30:00,DEFENDANT IN ARREST,,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,33,19.0,Black,Unknown,Female,108,6D,608,WASHINGTON,DC,143316465231413270685363588582870830427,231744399697279528354168228808773544965,38.896,-76.916,Failure to appear,2016,4,False
180480425505886600525336741084355275907,2016-04-09 09:30:00,DEFENDANT IN ARREST,,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,33,19.0,Black,Unknown,Female,108,6D,608,WASHINGTON,DC,143316465231413270685363588582870830427,231744399697279528354168228808773544965,38.896,-76.916,Failure to appear,2016,4,False
329729563691428219480090755212222367702,2016-04-09 15:45:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Prisoner Escape,22DC2601,24,13.0,Black,Not Hispanic Or Latino,Male,403,4D,409,WASHINGTON,DC,11737273820987779651615388485390003209,212600219115027013504270809204474556824,38.934,-77.033,Prisoner escape,2016,4,False
173644227557551408948008976008776932510,2016-04-09 15:50:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),38,0.0,Black,Not Hispanic Or Latino,Female,203,2D,203,WASHINGTON,DC,125306041256510993241290516736479356157,52066882030368546200111247261091810011,38.953,-77.069,Assault,2016,4,False
335345005665900297526888463112658349195,2016-04-09 16:30:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss Of A Controlled Substance -felony,48DC904.01D(F),51,2.0,Black,Not Hispanic Or Latino,Female,106,7D,701,WASHINGTON,DC,322939256325044417122083063842291443861,118536950584996841767165601726793823730,38.867,-76.976,Drugs,2016,4,False
22044740755018388807762024536008378440,2016-04-09 16:30:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,69,3.0,Black,Unknown,Male,Unknown,1D,105,,,154731822764346566675715059401997682378,237005737095908828442574520122434598583,38.871,-77.01,Failure to appear,2016,4,False
221399380443847238403008546844958346467,2016-04-09 16:30:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss Of A Controlled Substance -felony,48DC904.01D(F),39,0.0,White,Unknown,Female,OUT OF STATE,7D,701,ALEXANDRIA,VA,268685144109421438890907042669232741590,118536950584996841767165601726793823730,38.867,-76.976,Drugs,2016,4,False
153100576602067458284349546381599033931,2016-04-09 17:05:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,46,26.0,Black,Unknown,Male,703,7D,707,WASHINGTON,DC,323782263974193820573297448998284253439,267509551705450068486218041018848977235,38.848,-76.99600000000001,Failure to appear,2016,4,False
60481768254897460623948123799176317173,2016-04-09 17:30:00,DEFENDANT IN ARREST,Yes,Property Crimes,Unauthorized Use Of A Vehicle,22DC3215,51,0.0,Black,Not Hispanic Or Latino,Male,OUT OF STATE,6D,602,CHEVERLY,MD,48210011134299144179708151552369637310,134266312819973666050825474120591962272,38.903,-76.943,Vehicle,2016,4,False
142940514815814962775454501845634367837,2016-04-09 17:31:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,19,8.0,Black,Not Hispanic Or Latino,Male,702,1D,106,WASHINGTON,DC,330582986763947632172852647749403414263,182955171386093361255140785425681248108,38.879,-76.99,Drugs,2016,4,False
116728998712730894744647467898707064403,2016-04-09 19:00:00,DEFENDANT IN ARREST,Yes,Robbery,Robbery,22DC2801,19,0.0,Black,Not Hispanic Or Latino,Male,405,5D,501,WASHINGTON,DC,67970194299397010746796346711825631422,70132353297236049735259541277707401808,38.919000000000004,-77.015,Robbery,2016,4,False
329058442757608208522190167913770188670,2016-04-09 20:30:00,DEFENDANT IN ARREST,Yes,Simple Assault,Threat To Kidnap Or Injure A Person,22DC1810,47,2.0,White,Not Hispanic Or Latino,Male,302,3D,302,WASHINGTON,DC,251892023760400166409719228626027983254,279744977752605846793515562947050312150,38.929,-77.03399999999999,Assault,2016,4,False
121014754846422226390282125751585606106,2016-04-09 20:55:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Felon In Possession,22DC4503A2,21,3.0,Black,Unknown,Male,Unknown,4D,409,WASHINGTON,DC,207871017074414826666587873760037785951,229888096541484504848794007125543566867,38.934,-77.024,Weapons,2016,4,False
121014754846422226390282125751585606106,2016-04-09 20:55:00,DEFENDANT IN ARREST,,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,22DC4504(A)-Y-3,21,3.0,Black,Unknown,Male,Unknown,4D,409,WASHINGTON,DC,207871017074414826666587873760037785951,229888096541484504848794007125543566867,38.934,-77.024,Weapons,2016,4,False
121014754846422226390282125751585606106,2016-04-09 20:55:00,DEFENDANT IN ARREST,,Weapon Violations,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,7DC2502.01,21,3.0,Black,Unknown,Male,Unknown,4D,409,WASHINGTON,DC,207871017074414826666587873760037785951,229888096541484504848794007125543566867,38.934,-77.024,Weapons,2016,4,False
137493222221429785028193043647897796776,2016-04-09 20:58:00,DEFENDANT IN ARREST,Yes,Burglary,Burglary One,22DC801A,46,7.0,Black,Not Hispanic Or Latino,Male,707,7D,707,WASHINGTON,DC,128642324807280866331004415103183111822,197346608938953875675284118960750282228,38.845,-77.002,Burglary,2016,4,False
25182082944900809656382424355542757686,2016-04-09 21:45:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,18,17.0,Black,Not Hispanic Or Latino,Male,409,3D,306,WASHINGTON,DC,111816687250390179449905712702213569157,382616992062916147475342745608303984,38.914,-77.01899999999999,Failure to appear,2016,4,False
241944066312222269591771688262997970267,2016-04-09 21:47:00,DEFENDANT IN ARREST,Yes,Narcotics,Unlawful Possession Of Liquid Pcp,48DC904.01(D)(2),40,6.0,Black,Unknown,Female,Unknown,6D,601,WASHINGTON,DC,21219469636767825267085459831263458067,48925566902326002213946863783989657502,38.904,-76.949,Drugs,2016,4,False
323505702804470082793522224469018737254,2016-04-09 22:00:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),31,0.0,Black,Not Hispanic Or Latino,Male,506,5D,506,WASHINGTON,DC,23816575128082290225900041387776989561,294461539930825213941572601060642229937,38.907,-76.988,Assault,2016,4,False
53643274062556008115365541952764309070,2016-04-09 22:39:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,22DC4504(A)-Y-3,35,0.0,Black,Not Hispanic Or Latino,Male,OUT OF STATE,7D,701,LANHAM,MD,124321924605963062231441403293256341617,27640249776276742677997115792703738865,38.861999999999995,-76.99,Weapons,2016,4,False
149259458174495967039740144422866390444,2016-04-09 23:30:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,52,52.0,Black,Unknown,Male,504,3D,305,WASHINGTON,DC,228161275341796017186376305923253203032,121512907451890818403113712174976623727,38.921,-77.02199999999999,Failure to appear,2016,4,False
149259458174495967039740144422866390444,2016-04-09 23:30:00,DEFENDANT IN ARREST,,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,52,52.0,Black,Unknown,Male,504,3D,305,WASHINGTON,DC,228161275341796017186376305923253203032,121512907451890818403113712174976623727,38.921,-77.02199999999999,Failure to appear,2016,4,False
149259458174495967039740144422866390444,2016-04-09 23:30:00,DEFENDANT IN ARREST,,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,52,52.0,Black,Unknown,Male,504,3D,305,WASHINGTON,DC,228161275341796017186376305923253203032,121512907451890818403113712174976623727,38.921,-77.02199999999999,Failure to appear,2016,4,False
95911259899286905326101774286438620649,2016-04-10 02:00:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,22DC4504(A)-Y-3,22,8.0,Black,Unknown,Male,704,5D,505,WASHINGTON,DC,45238967008354308366193308229973023357,216622782085287353029673053271615575701,38.921,-76.979,Weapons,2016,4,False
95911259899286905326101774286438620649,2016-04-10 02:00:00,DEFENDANT IN ARREST,,Weapon Violations,Unlawful Possession Of A Firearm,USCACT16-445SEC223,22,8.0,Black,Unknown,Male,704,5D,505,WASHINGTON,DC,45238967008354308366193308229973023357,216622782085287353029673053271615575701,38.921,-76.979,Weapons,2016,4,False
33888462450096195643757471755910952793,2016-04-10 02:00:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,22DC4504(A)-Y-3,22,1.0,Black,Not Hispanic Or Latino,Male,307,5D,505,TEMPLE HILLS,MD,246741858848082902269832221497633011319,216622782085287353029673053271615575701,38.921,-76.979,Weapons,2016,4,False
33888462450096195643757471755910952793,2016-04-10 02:00:00,DEFENDANT IN ARREST,,Weapon Violations,Unlawful Possession Of A Firearm,USCACT16-445SEC223,22,1.0,Black,Not Hispanic Or Latino,Male,307,5D,505,TEMPLE HILLS,MD,246741858848082902269832221497633011319,216622782085287353029673053271615575701,38.921,-76.979,Weapons,2016,4,False
33982740298363355312403143500942435956,2016-04-10 02:20:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),25,0.0,Native Hawaiian Or Other Pacific Islander,Hispanic Or Latino,Male,705,1D,102,WASHINGTON,DC,190350473103553488263747173680782471649,113360297670639497625252592403222280455,38.899,-77.02199999999999,Assault,2016,4,False
43509031462891598652198076906924173245,2016-04-10 02:30:00,DEFENDANT IN ARREST,Yes,Damage to Property,Destruction Of Property $1000 Or More,22DC303F,26,5.0,Black,Not Hispanic Or Latino,Male,708,1D,104,WASHINGTON,DC,227127373315871485924152776443859445839,53932948285279350352534407100688173960,38.904,-77.001,Property,2016,4,False
116540008417946200204560715113959552700,2016-04-10 04:30:00,DEFENDANT IN ARREST,Yes,Weapon Violations,CPWOL Outside Home or Business in violation of 2nd Emergency Act of 2014 Act 20-0564,22004504(A)(1)X(2001,30,4.0,White,Hispanic Or Latino,Male,405,4D,403,WASHINGTON,DC,57618094626927317551156634683208519310,320987064465564613494651539310074770367,38.957,-77.01899999999999,Weapons,2016,4,False
